Accident_ID,Accident_Severity,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Time,Age_of_Vehicle,Number_of_Vehicles,Number_of_Casualties,Vehicle_Type,Vehicle_Manoeuvre,Sex_of_Driver,Age_Band_of_Driver,Driver_Home_Area_Type,Junction_Control,Carriageway_Hazards,Skidding_and_Overturning,Hit_Object_in_Carriageway,latitude,longitude
ACC01598,3,74.8393928956675,Darkness,Rain,Snow,Rural,Night,1,3,1,Bus,Turning right,Female,56-65,Rural area,Uncontrolled,Pedestrian in carriageway,Skidded,Other object,51.1137361693212,-0.169054797511542
ACC01599,3,37.1541960871643,Darkness - lights unlit,Rain,Wet,Rural,Early Morning,1,2,2,Van,Turning right,Female,65+,Rural area,Not at junction,Pedestrian in carriageway,Overturned,Kerb,52.0047472531305,-0.283590625004846
ACC01600,1,49.9540791643627,Street lights,Fine,Dry,Urban,Morning,1,1,1,Van,Turning right,Female,56-65,Urban area,Auto traffic signal,,,,52.1282409811165,0.383388681008658
ACC01601,1,23.18748869933,Daylight,Snow,Dry,Urban,Morning,13,4,1,Car,Turning right,Male,26-35,Urban area,Uncontrolled,,Skidded,,51.3609764881531,-0.425534384177619
ACC01602,1,36.0497035196597,Darkness - lights unlit,Fine,Dry,Urban,Afternoon,5,1,1,Motorcycle,Going ahead,Female,26-35,Urban area,Auto traffic signal,,,Central island,51.6948480908668,-0.217922341115273
ACC01603,1,-9.18588436270938,Darkness,Fine,Dry,Urban,Morning,1,3,1,Motorcycle,Going ahead,Male,26-35,Urban area,Auto traffic signal,,Overturned,Other object,51.766426931387,-0.357326852017668
ACC01604,3,68.8455867201477,Darkness,Snow,Icy,Rural,Night,36,2,2,Motorcycle,Turning right,Male,56-65,Rural area,Uncontrolled,Pedestrian in carriageway,Overturned,Central island,51.4257206093488,0.244977567034523
ACC01605,1,23.1793386896208,Daylight,Rain,Dry,Urban,Afternoon,23,1,1,Motorcycle,Turning right,Female,36-45,Urban area,Give way,,,,51.0768717391805,-0.263923258276174
ACC01606,3,96.9058282472437,Darkness,Rain,Wet,Rural,Night,9,2,1,Truck,Turning right,Female,56-65,Rural area,Not at junction,Pedestrian in carriageway,Overturned,Kerb,51.5107543016351,-0.350867985567713
ACC01607,1,12.808215415453,Darkness,Fine,Dry,Rural,Afternoon,1,5,1,Bus,Overtaking,Male,26-35,Urban area,Auto traffic signal,,,,51.1551873505364,0.301107745369469
ACC01608,2,68.1739274624889,Daylight,Fog,Wet,Urban,Evening,8,1,3,Motorcycle,Turning right,Female,36-45,Rural area,Uncontrolled,Parked vehicle,,Central island,51.0389666743544,0.133312212269205
ACC01609,2,38.4270136460159,Darkness,Fine,Snow,Urban,Night,17,1,1,Motorcycle,Slowing or stopping,Male,46-55,Urban area,Give way,Previous accident,,Kerb,51.2768391779745,0.430760096922353
ACC01610,2,22.8333546795701,Darkness,Fine,Dry,Rural,Night,9,5,1,Truck,Turning right,Female,46-55,Urban area,Give way,Previous accident,Skidded,Central island,51.8426242848597,0.425114679254146
ACC01611,3,29.0880842066416,Darkness,Fog,Wet,Rural,Early Morning,10,2,3,Motorcycle,Turning right,Male,46-55,Rural area,Uncontrolled,Pedestrian in carriageway,Skidded,Kerb,51.2700578111747,0.379245424808405
ACC01612,2,34.2017127405175,Daylight,Rain,Dry,Urban,Evening,19,1,4,Truck,Slowing or stopping,Female,36-45,Urban area,Auto traffic signal,,Skidded,Central island,51.1400875387929,0.0513179348181471
ACC01613,3,74.7330913110582,Darkness - lights unlit,Snow,Wet,Rural,Early Morning,37,2,1,Motorcycle,Overtaking,Male,56-65,Rural area,Uncontrolled,Pedestrian in carriageway,Overturned,Kerb,51.1553278284441,0.141913567985682
ACC01614,2,8.6885137962783,Daylight,Fine,Wet,Urban,Evening,5,4,2,Car,Turning right,Female,46-55,Rural area,Uncontrolled,Parked vehicle,,,52.2800126194273,0.297145678567346
ACC01615,2,31.0197273731882,Darkness,Snow,Wet,Rural,Evening,5,5,4,Truck,Turning right,Female,36-45,Rural area,Auto traffic signal,,,Other object,52.4353670336389,-0.445362958470609
ACC01616,1,39.8090749089357,Daylight,Fine,Dry,Urban,Afternoon,22,1,5,Van,Turning right,Male,36-45,Urban area,Give way,Parked vehicle,Overturned,,52.0692028395258,-0.317545775507441
ACC01617,2,34.3702957762923,Street lights,Rain,Wet,Urban,Night,1,3,2,Motorcycle,Turning right,Male,56-65,Urban area,Auto traffic signal,Previous accident,Skidded,Central island,51.6954292587624,0.146489705487077
ACC01618,3,81.5981878919594,Darkness - lights unlit,Rain,Icy,Urban,Early Morning,9,3,2,Truck,Slowing or stopping,Male,56-65,Rural area,Not at junction,Previous accident,Skidded,Other object,52.3772604568235,-0.498099891004243
ACC01619,2,74.3771433202476,Darkness,Fine,Dry,Rural,Night,19,1,1,Motorcycle,Slowing or stopping,Female,46-55,Rural area,Give way,Parked vehicle,,,52.3310802073518,0.446065005097639
ACC01620,3,43.9148682089227,Darkness,Rain,Icy,Rural,Early Morning,32,2,2,Truck,Overtaking,Female,56-65,Rural area,Not at junction,Previous accident,Overturned,Kerb,52.3844512830015,-0.511804945312308
ACC01621,2,25.0095339746549,Darkness,Snow,Wet,Rural,Night,5,1,1,Car,Slowing or stopping,Female,46-55,Rural area,Uncontrolled,Parked vehicle,,,52.4039508383762,0.174534589655678
ACC01622,3,77.4399705421689,Darkness,Snow,Icy,Urban,Early Morning,32,6,6,Bus,Turning right,Female,65+,Rural area,Not at junction,Pedestrian in carriageway,Skidded,Other object,51.9247596385317,-0.0835313053622712
ACC01623,3,64.0235927471961,Darkness,Snow,Snow,Urban,Night,1,1,1,Truck,Turning right,Female,36-45,Rural area,Give way,Previous accident,Overturned,Other object,52.1380001877842,-0.468249525650159
ACC01624,2,31.2240353918169,Darkness - lights unlit,Mist,Wet,Rural,Evening,24,3,3,Motorcycle,Turning right,Female,46-55,Urban area,Give way,Parked vehicle,,Kerb,51.622715346946,0.336569033856507
ACC01625,1,48.5727989125774,Daylight,Mist,Dry,Urban,Morning,2,4,3,Car,Turning right,Female,26-35,Urban area,Give way,,,,51.9382416259166,-0.525010459675957
ACC01626,3,54.643071684394,Darkness,Rain,Wet,Rural,Night,9,1,6,Motorcycle,Slowing or stopping,Male,46-55,Rural area,Give way,Pedestrian in carriageway,Overturned,Other object,51.9103631840927,0.0128147793092666
ACC01627,1,45.5530558502045,Daylight,Fine,Dry,Urban,Afternoon,15,1,1,Car,Turning right,Male,36-45,Urban area,Auto traffic signal,,,Other object,51.1592471053078,-0.455275546360014
ACC01628,2,17.7703445624885,Daylight,Fine,Snow,Rural,Night,9,1,5,Truck,Overtaking,Male,36-45,Urban area,Auto traffic signal,,,Central island,51.0161077231449,-0.0379035288722232
ACC01629,1,38.4729668361846,Daylight,Mist,Dry,Urban,Morning,1,1,3,Car,Going ahead,Female,36-45,Urban area,Auto traffic signal,,Skidded,,51.3748265554193,-0.336538813099508
ACC01630,3,42.3744023732999,Darkness - lights unlit,Snow,Icy,Urban,Early Morning,12,3,2,Bus,Turning right,Female,56-65,Urban area,Uncontrolled,Pedestrian in carriageway,Skidded,Kerb,51.5020990905488,0.167395485224782
ACC01631,1,9.86072092608562,Daylight,Fine,Dry,Urban,Night,1,6,1,Car,Going ahead,Male,36-45,Urban area,Auto traffic signal,,,,52.0218955199635,0.320714661200039
ACC01632,2,38.6827815830461,Daylight,Fine,Wet,Rural,Morning,1,1,1,Motorcycle,Turning right,Female,36-45,Rural area,Uncontrolled,Parked vehicle,,,52.1222934907998,-0.25441584592884
ACC01633,1,56.0277983164973,Daylight,Mist,Dry,Urban,Afternoon,1,1,3,Car,Overtaking,Male,26-35,Urban area,Auto traffic signal,Parked vehicle,,,51.6952200055043,0.124774017255923
ACC01634,2,36.7373515216128,Daylight,Rain,Wet,Urban,Evening,4,2,2,Van,Turning right,Female,36-45,Rural area,Uncontrolled,,,Central island,51.6542556462382,0.278545916498395
ACC01635,1,29.304641796504,Daylight,Fine,Icy,Urban,Morning,1,1,1,Car,Turning right,Female,36-45,Urban area,Give way,,,,52.5090971106891,0.0452693094930215
ACC01636,2,60.6905046973054,Daylight,Fog,Wet,Urban,Night,1,4,1,Car,Overtaking,Female,46-55,Urban area,Uncontrolled,Previous accident,,,52.4361436124923,-0.0316559681341236
ACC01637,1,32.8633892170576,Street lights,Fine,Dry,Urban,Morning,15,1,1,Van,Going ahead,Male,56-65,Urban area,Give way,Pedestrian in carriageway,Skidded,Kerb,51.4237967895531,0.412932632597256
ACC01638,3,57.5910097318917,Darkness - lights unlit,Rain,Snow,Rural,Early Morning,3,3,2,Truck,Overtaking,Female,46-55,Rural area,Not at junction,Previous accident,Overturned,Kerb,51.0574947533941,0.18377814556422
ACC01639,1,62.0009988328604,Daylight,Fine,Dry,Rural,Morning,5,2,1,Van,Going ahead,Female,36-45,Urban area,Auto traffic signal,,,,51.8453224600171,-0.0305171922768173
ACC01640,1,20.3189731350875,Daylight,Fine,Dry,Urban,Morning,1,1,1,Motorcycle,Turning right,Female,36-45,Urban area,Give way,,,,52.5233552098699,-0.587217406101089
ACC01641,3,61.7549354987136,Darkness,Fog,Icy,Rural,Night,31,4,5,Bus,Overtaking,Female,65+,Urban area,Auto traffic signal,Pedestrian in carriageway,Overturned,Other object,51.0161217036162,0.333248578694802
ACC01642,3,75.9776755415932,Darkness,Mist,Dry,Rural,Early Morning,15,1,6,Bus,Turning right,Female,65+,Urban area,Not at junction,Pedestrian in carriageway,Overturned,Kerb,51.6895870658254,-0.21267557224
ACC01643,2,56.7922682238519,Daylight,Rain,Dry,Rural,Night,17,1,5,Bus,Slowing or stopping,Female,36-45,Rural area,Give way,,Skidded,,51.2241483823938,-0.180707498938302
ACC01644,3,49.3208778667852,Darkness,Rain,Wet,Urban,Early Morning,38,2,8,Bus,Overtaking,Male,46-55,Urban area,Uncontrolled,Pedestrian in carriageway,Overturned,Kerb,51.2851251098795,-0.186546203781395
ACC01645,3,92.8884546948356,Daylight,Rain,Wet,Rural,Early Morning,4,4,5,Bus,Slowing or stopping,Female,46-55,Rural area,Not at junction,Pedestrian in carriageway,Overturned,Kerb,51.3018659991764,-0.0655588284052587
ACC01646,2,0.125640009255472,Darkness,Snow,Wet,Urban,Night,1,4,1,Truck,Slowing or stopping,Male,46-55,Rural area,Uncontrolled,Parked vehicle,Skidded,,52.0151561976214,-0.42079228475818
ACC01647,1,13.6925999184557,Daylight,Fine,Dry,Urban,Early Morning,10,2,3,Car,Going ahead,Male,26-35,Urban area,Auto traffic signal,,,,52.4814830033191,-0.529370169217353
ACC01648,2,22.067388784552,Darkness,Fine,Snow,Urban,Evening,6,4,1,Motorcycle,Turning right,Female,46-55,Rural area,Auto traffic signal,Previous accident,,Central island,52.4510353875291,-0.301241184061563
ACC01649,2,47.1791126054673,Darkness,Fine,Wet,Urban,Evening,16,1,2,Truck,Turning right,Female,46-55,Rural area,Give way,,Skidded,Central island,52.5830820906041,0.331370795685441
ACC01650,3,54.9955162815204,Darkness,Rain,Icy,Rural,Night,21,2,2,Motorcycle,Slowing or stopping,Female,46-55,Rural area,Not at junction,Pedestrian in carriageway,Skidded,Other object,52.1179584096334,-0.21314955828296
ACC01651,3,85.4199715248424,Darkness,Fine,Wet,Rural,Night,1,1,6,Truck,Turning right,Male,65+,Urban area,Uncontrolled,Pedestrian in carriageway,Skidded,Kerb,52.3248736432444,0.0305388293263014
ACC01652,3,80.4018197000141,Darkness,Fog,Wet,Rural,Night,21,5,2,Truck,Overtaking,Male,46-55,Rural area,Give way,Parked vehicle,Overturned,Kerb,52.6479294947314,-0.503261132714031
ACC01653,3,69.7075931452209,Darkness,Snow,Icy,Urban,Evening,10,2,4,Truck,Overtaking,Female,56-65,Rural area,Uncontrolled,Pedestrian in carriageway,Overturned,Kerb,51.8007463129849,0.0243443963280444
ACC01654,3,42.4364003083294,Darkness,Rain,Icy,Urban,Night,1,3,4,Motorcycle,Overtaking,Female,56-65,Rural area,Not at junction,Previous accident,Skidded,Other object,51.186846897561,0.341083445481194
ACC01655,1,58.0271730536616,Daylight,Fine,Icy,Urban,Morning,21,1,1,Car,Turning right,Male,36-45,Urban area,Give way,,,,51.1363973676248,0.464646038329534
ACC01656,2,31.9671696827415,Daylight,Snow,Wet,Rural,Night,4,5,1,Truck,Going ahead,Female,46-55,Rural area,Uncontrolled,Pedestrian in carriageway,Skidded,Central island,51.6186961017869,-0.426507651208425
ACC01657,1,24.9843282202444,Darkness,Fine,Dry,Urban,Afternoon,1,4,1,Car,Slowing or stopping,Female,26-35,Urban area,Auto traffic signal,,,Other object,51.2616230407778,0.136120289231886
ACC01658,2,37.278695601322,Darkness,Rain,Wet,Urban,Night,1,3,1,Motorcycle,Slowing or stopping,Female,46-55,Urban area,Give way,Previous accident,Skidded,Kerb,51.1844471866197,0.113606830689938
ACC01659,1,25.5621624697252,Daylight,Mist,Wet,Urban,Evening,11,3,1,Motorcycle,Turning right,Male,26-35,Urban area,Give way,,,,52.0894870661655,-0.456218585585781
ACC01660,3,86.9222311339445,Darkness,Rain,Wet,Rural,Night,10,4,1,Motorcycle,Turning right,Female,56-65,Urban area,Not at junction,Pedestrian in carriageway,Skidded,Kerb,52.1335536113425,-0.153291824163805
ACC01661,2,52.6070665919627,Daylight,Fog,Wet,Urban,Night,1,3,3,Motorcycle,Turning right,Female,46-55,Urban area,Uncontrolled,Previous accident,,Central island,51.2077981278527,-0.198320308754168
ACC01662,1,11.4811226549655,Daylight,Fine,Dry,Urban,Morning,8,3,1,Van,Going ahead,Male,26-35,Urban area,Give way,Parked vehicle,Skidded,,51.1690503676909,0.0218632800287709
ACC01663,2,26.9542908895883,Daylight,Fine,Snow,Rural,Night,17,7,4,Truck,Turning right,Female,36-45,Urban area,Uncontrolled,,Skidded,Central island,51.6337769816455,-0.377707253524817
ACC01664,3,47.9517775593481,Darkness,Fine,Icy,Rural,Night,15,2,2,Motorcycle,Overtaking,Male,56-65,Rural area,Uncontrolled,Previous accident,Skidded,Other object,52.3955399087932,0.0697882545822854
ACC01665,2,36.397278741618,Darkness,Snow,Wet,Rural,Evening,25,2,1,Motorcycle,Slowing or stopping,Male,46-55,Urban area,Auto traffic signal,,Skidded,Central island,52.4582615933804,0.481318073776763
ACC01666,3,89.9612303095273,Daylight,Mist,Icy,Rural,Night,13,5,1,Bus,Overtaking,Male,65+,Rural area,Not at junction,Pedestrian in carriageway,Overturned,Kerb,51.4299864039701,-0.122843095504251
ACC01667,1,12.5392233528065,Street lights,Fine,Dry,Urban,Afternoon,19,1,3,Van,Turning right,Male,36-45,Urban area,Give way,Parked vehicle,Skidded,Other object,51.381257826083,0.390772050412385
ACC01668,1,19.0725343601235,Daylight,Fine,Dry,Rural,Afternoon,3,1,3,Van,Going ahead,Female,36-45,Urban area,Uncontrolled,,,Kerb,52.2240621121283,-0.596459910035293
ACC01669,3,63.1280523014325,Darkness,Rain,Icy,Urban,Early Morning,25,2,5,Bus,Overtaking,Female,56-65,Urban area,Not at junction,Previous accident,Overturned,Other object,51.6711295126594,0.10059241209379
ACC01670,2,50.6751602249503,Daylight,Fine,Wet,Rural,Evening,17,2,1,Car,Slowing or stopping,Female,46-55,Urban area,Uncontrolled,Pedestrian in carriageway,,Central island,51.4163963776792,0.393314343084902
ACC01671,2,21.1805535496066,Darkness,Rain,Icy,Urban,Night,38,2,3,Car,Turning right,Female,36-45,Urban area,Give way,Parked vehicle,,Central island,51.4535664295568,-0.285902768343513
ACC01672,1,12.2787108873211,Daylight,Snow,Wet,Urban,Afternoon,1,6,1,Car,Slowing or stopping,Female,36-45,Urban area,Auto traffic signal,,,,52.2023056783328,0.178449028215007
ACC01673,3,55.5705596279174,Darkness,Fog,Wet,Rural,Early Morning,3,5,1,Bus,Turning right,Female,65+,Urban area,Not at junction,Pedestrian in carriageway,Skidded,Kerb,51.4075715665927,0.25908035056148
ACC01674,2,45.1503309592561,Daylight,Fine,Dry,Rural,Night,10,1,3,Motorcycle,Slowing or stopping,Female,36-45,Rural area,Give way,,Skidded,Kerb,51.5099854999413,-0.304237665724334
ACC01675,2,47.8091905272838,Daylight,Fine,Snow,Urban,Evening,8,2,1,Car,Turning right,Male,46-55,Urban area,Auto traffic signal,Parked vehicle,Skidded,Central island,51.1246379686053,-0.272560822719066
ACC01676,2,15.4259582839037,Daylight,Rain,Wet,Urban,Evening,3,4,4,Car,Slowing or stopping,Male,46-55,Rural area,Give way,Previous accident,,Central island,51.3263583599607,-0.204029130005664
ACC01677,3,36.473243735199,Darkness,Fog,Dry,Rural,Night,2,4,4,Bus,Overtaking,Female,46-55,Urban area,Not at junction,Parked vehicle,Overturned,Other object,51.6403273363044,0.126333791666035
ACC01678,3,62.0790596500153,Darkness,Rain,Snow,Urban,Early Morning,20,1,6,Motorcycle,Turning right,Female,46-55,Urban area,Not at junction,Previous accident,Overturned,Other object,51.2777060699132,0.0423542427386384
ACC01679,2,34.7208910087536,Darkness,Rain,Wet,Urban,Night,21,5,1,Van,Turning right,Female,46-55,Rural area,Auto traffic signal,Previous accident,,Central island,51.8566793131312,0.399220802108391
ACC01680,3,76.9462685142321,Darkness,Mist,Dry,Rural,Night,18,2,1,Truck,Turning right,Female,46-55,Rural area,Uncontrolled,Pedestrian in carriageway,Skidded,Other object,52.6467175422409,-0.0844018349244023
ACC01681,3,80.3634888567669,Darkness - lights unlit,Rain,Wet,Rural,Early Morning,1,1,4,Bus,Turning right,Female,65+,Rural area,Not at junction,Previous accident,Overturned,Kerb,52.3471452245793,0.0560965360603904
ACC01682,2,16.3384663138155,Darkness,Rain,Wet,Urban,Evening,1,4,1,Motorcycle,Slowing or stopping,Female,56-65,Rural area,Uncontrolled,Previous accident,,Central island,52.2598819707705,-0.340210819268835
ACC01683,1,49.6914138327685,Daylight,Fine,Dry,Urban,Afternoon,3,2,3,Car,Turning right,Male,26-35,Urban area,Not at junction,,,,52.552508939346,-0.556722105264639
ACC01684,1,34.2517401676784,Daylight,Fine,Dry,Urban,Afternoon,4,1,1,Motorcycle,Turning right,Male,26-35,Urban area,Auto traffic signal,,,,51.3378166586081,0.163050448359638
ACC01685,1,19.3793528077803,Daylight,Fine,Wet,Urban,Morning,3,1,3,Van,Turning right,Female,36-45,Urban area,Auto traffic signal,Parked vehicle,,,52.5951787765958,-0.0004703892133677
ACC01686,1,55.1587404008326,Daylight,Fine,Icy,Urban,Afternoon,1,1,1,Car,Going ahead,Male,26-35,Rural area,Auto traffic signal,,,,51.2839577083565,0.217512518604764
ACC01687,1,24.1571800331368,Daylight,Fine,Dry,Urban,Morning,3,4,1,Van,Turning right,Male,26-35,Urban area,Uncontrolled,,,,51.5793660184301,0.149229639361481
ACC01688,1,38.1129702557049,Daylight,Mist,Dry,Urban,Morning,4,3,3,Truck,Turning right,Male,26-35,Rural area,Auto traffic signal,Pedestrian in carriageway,,,51.5588777374888,-0.0396356590352312
ACC01689,3,118.504600469406,Darkness,Rain,Icy,Rural,Early Morning,22,4,2,Bus,Overtaking,Male,56-65,Rural area,Uncontrolled,Previous accident,Overturned,Kerb,51.8835142945067,-0.0941702664353765
ACC01690,3,74.6109767644848,Darkness - lights unlit,Rain,Wet,Rural,Early Morning,3,4,4,Truck,Overtaking,Female,46-55,Rural area,Uncontrolled,Previous accident,Overturned,Other object,51.8534320841824,0.301897478244263
ACC01691,3,53.1643372346291,Darkness - lights unlit,Rain,Wet,Rural,Early Morning,15,2,1,Car,Overtaking,Female,26-35,Urban area,Uncontrolled,Pedestrian in carriageway,Skidded,Other object,52.1570477225425,0.122202444602182
ACC01692,1,-6.27601742148344,Street lights,Fine,Dry,Rural,Morning,6,1,1,Van,Going ahead,Male,36-45,Rural area,Auto traffic signal,Parked vehicle,,,52.1868749138336,0.0859442568030357
ACC01693,3,61.6422974160119,Darkness,Snow,Icy,Rural,Night,1,6,4,Bus,Overtaking,Female,56-65,Urban area,Not at junction,Previous accident,Skidded,Other object,51.2490481863003,-0.111785344178728
ACC01694,3,89.9580673935276,Darkness,Fog,Icy,Rural,Early Morning,7,4,2,Bus,Overtaking,Female,46-55,Rural area,Uncontrolled,Parked vehicle,Overturned,Other object,51.5296796543386,-0.506150393329585
ACC01695,3,45.8127568537367,Darkness,Rain,Wet,Rural,Early Morning,12,3,2,Truck,Overtaking,Male,65+,Rural area,Uncontrolled,Previous accident,Overturned,Kerb,51.1083052504251,0.4012987115255
ACC01696,3,80.8189960925419,Darkness,Snow,Wet,Urban,Night,38,4,8,Car,Turning right,Female,26-35,Urban area,Not at junction,Previous accident,Skidded,Other object,51.3501227506371,-0.377967564601919
ACC01697,3,64.7336447657996,Darkness,Fog,Icy,Urban,Early Morning,3,5,4,Motorcycle,Overtaking,Male,46-55,Rural area,Uncontrolled,Previous accident,Overturned,Kerb,51.1593078160727,-0.360016442778349
ACC01698,2,42.0307330773218,Daylight,Fine,Wet,Urban,Afternoon,4,5,1,Truck,Slowing or stopping,Male,36-45,Rural area,Give way,,,,51.1166216743218,0.0429169248090743
ACC01699,2,59.7857607915918,Daylight,Snow,Dry,Urban,Night,15,2,1,Truck,Slowing or stopping,Male,46-55,Rural area,Auto traffic signal,Parked vehicle,,,52.2549685602318,-0.304590483169353
ACC01700,2,2.13627195574593,Daylight,Snow,Dry,Urban,Night,3,3,1,Truck,Turning right,Female,26-35,Urban area,Give way,Previous accident,,,51.7394304807971,0.433374789809776
ACC01701,1,36.1730050328739,Daylight,Fine,Dry,Rural,Morning,1,1,1,Car,Going ahead,Female,26-35,Urban area,Give way,,,,51.0156349877483,0.486414520109664
